locus_tag	ftype	length_bp	gene	EC_number	COG	product
MLDAINPC_02934	CDS	342	flhD			Flagellar transcriptional regulator FlhD
MLDAINPC_02935	CDS	429	uspC		COG0589	Universal stress protein C
MLDAINPC_02936	CDS	1422	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
MLDAINPC_02937	CDS	903	otsB	3.1.3.12		Trehalose-phosphate phosphatase
MLDAINPC_02938	CDS	558	yajL_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
MLDAINPC_02939	CDS	504	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
MLDAINPC_02940	CDS	639				hypothetical protein
MLDAINPC_02941	CDS	336				hypothetical protein
MLDAINPC_02942	CDS	498	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
MLDAINPC_02943	CDS	240				hypothetical protein
MLDAINPC_02944	CDS	1269	tyrP		COG0814	Tyrosine-specific transport system
MLDAINPC_02945	CDS	666				hypothetical protein
MLDAINPC_02946	CDS	327				hypothetical protein
MLDAINPC_02947	CDS	1434				hypothetical protein
MLDAINPC_02948	CDS	285				hypothetical protein
MLDAINPC_02949	tRNA	87				tRNA-Leu(taa)
MLDAINPC_02950	tRNA	74				tRNA-Cys(gca)
MLDAINPC_02951	tRNA	76				tRNA-Gly(gcc)
MLDAINPC_02952	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
MLDAINPC_02953	CDS	1833	uvrC		COG0322	UvrABC system protein C
MLDAINPC_02954	CDS	657	uvrY		COG2197	Response regulator UvrY
MLDAINPC_02955	CDS	225				hypothetical protein
MLDAINPC_02956	CDS	723	sdiA		COG2197	Regulatory protein SdiA
MLDAINPC_02957	CDS	753	tcyN	7.4.2.12	COG1126	L-cystine transport system ATP-binding protein TcyN
MLDAINPC_02958	CDS	669	tcyL_3		COG0765	L-cystine transport system permease protein TcyL
MLDAINPC_02959	CDS	987	dcyD	4.4.1.15		D-cysteine desulfhydrase
MLDAINPC_02960	CDS	801	tcyJ		COG0834	L-cystine-binding protein TcyJ
MLDAINPC_02961	CDS	552	fliZ			Regulator of sigma S factor FliZ
MLDAINPC_02962	CDS	720	fliA			RNA polymerase sigma factor FliA
MLDAINPC_02963	CDS	459				IS200/IS605 family transposase IS200F
MLDAINPC_02964	CDS	1206				hypothetical protein
MLDAINPC_02965	CDS	1488	fliC			Flagellin
MLDAINPC_02966	CDS	1404	fliD			Flagellar hook-associated protein 2
MLDAINPC_02967	CDS	408	fliS			Flagellar secretion chaperone FliS
MLDAINPC_02968	CDS	369	fliT			Flagellar protein FliT
MLDAINPC_02969	CDS	1485	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
MLDAINPC_02970	CDS	426				hypothetical protein
MLDAINPC_02971	CDS	1206	yedE		COG2391	putative transporter YedE
MLDAINPC_02972	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
MLDAINPC_02973	CDS	315	fliE			Flagellar hook-basal body complex protein FliE
MLDAINPC_02974	CDS	1683	fliF			Flagellar M-ring protein
MLDAINPC_02975	CDS	996	fliG			Flagellar motor switch protein FliG
MLDAINPC_02976	CDS	708	fliH			Flagellar assembly protein FliH
MLDAINPC_02977	CDS	1371	fliI	7.1.2.2		Flagellum-specific ATP synthase
MLDAINPC_02978	CDS	444	fliJ			Flagellar FliJ protein
MLDAINPC_02979	CDS	1218	fliK			Flagellar hook-length control protein
MLDAINPC_02980	CDS	468				hypothetical protein
MLDAINPC_02981	CDS	1005	fliM			Flagellar motor switch protein FliM
MLDAINPC_02982	CDS	414	fliN			Flagellar motor switch protein FliN
MLDAINPC_02983	CDS	378	fliO			Flagellar protein FliO
MLDAINPC_02984	CDS	738	fliP			Flagellar biosynthetic protein FliP
MLDAINPC_02985	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
MLDAINPC_02986	CDS	795	fliR			Flagellar biosynthetic protein FliR
MLDAINPC_02987	CDS	624	rcsA_2		COG2197	Transcriptional regulatory protein RcsA
MLDAINPC_02988	CDS	195	dsrB			Protein DsrB
MLDAINPC_02989	CDS	228				hypothetical protein
MLDAINPC_02990	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
MLDAINPC_02991	CDS	1713	dgcQ	2.7.7.65	COG3706	putative diguanylate cyclase DgcQ
MLDAINPC_02992	CDS	186				hypothetical protein
MLDAINPC_02993	CDS	912	yedI		COG2354	Inner membrane protein YedI
MLDAINPC_02994	CDS	921	yedA		COG0697	putative inner membrane transporter YedA
MLDAINPC_02995	CDS	471	vsr	3.1.-.-	COG3727	DNA mismatch endonuclease Vsr
MLDAINPC_02996	CDS	1431	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
MLDAINPC_02997	CDS	696	yedJ		COG1418	putative protein YedJ
MLDAINPC_02998	CDS	300	drpB			Cell division protein DrpB
MLDAINPC_02999	CDS	1197	ompN_2		COG3203	Outer membrane porin N
MLDAINPC_03000	CDS	213	cspJ			Cold shock-like protein CspJ
MLDAINPC_03001	CDS	1269	umuC_2		COG0389	Protein UmuC
MLDAINPC_03002	CDS	420	umuD_2	3.4.21.-		Protein UmuD
MLDAINPC_03003	CDS	213				hypothetical protein
MLDAINPC_03004	CDS	414				hypothetical protein
MLDAINPC_03005	CDS	234	ydfK			Cold shock protein YdfK
MLDAINPC_03006	CDS	99				hypothetical protein
MLDAINPC_03007	CDS	576				hypothetical protein
MLDAINPC_03008	CDS	1563				hypothetical protein
MLDAINPC_03009	CDS	588				hypothetical protein
MLDAINPC_03010	CDS	1080				hypothetical protein
MLDAINPC_03011	CDS	414				hypothetical protein
MLDAINPC_03012	CDS	534				hypothetical protein
MLDAINPC_03013	CDS	1059				hypothetical protein
MLDAINPC_03014	CDS	1341				hypothetical protein
MLDAINPC_03015	CDS	450				hypothetical protein
MLDAINPC_03016	CDS	1926				hypothetical protein
MLDAINPC_03017	CDS	327				hypothetical protein
MLDAINPC_03018	CDS	357				hypothetical protein
MLDAINPC_03019	CDS	1497				hypothetical protein
MLDAINPC_03020	CDS	165				hypothetical protein
MLDAINPC_03021	CDS	558				hypothetical protein
MLDAINPC_03022	CDS	513				hypothetical protein
MLDAINPC_03023	CDS	405				hypothetical protein
MLDAINPC_03024	CDS	324				hypothetical protein
MLDAINPC_03025	CDS	201				hypothetical protein
MLDAINPC_03026	CDS	1206				hypothetical protein
MLDAINPC_03027	CDS	651				hypothetical protein
MLDAINPC_03028	CDS	1242				hypothetical protein
MLDAINPC_03029	CDS	183				hypothetical protein
MLDAINPC_03030	CDS	1734				hypothetical protein
MLDAINPC_03031	CDS	495				hypothetical protein
MLDAINPC_03032	CDS	351				hypothetical protein
MLDAINPC_03033	CDS	555				hypothetical protein
MLDAINPC_03034	CDS	345				hypothetical protein
MLDAINPC_03035	CDS	615				hypothetical protein
MLDAINPC_03036	CDS	387				hypothetical protein
MLDAINPC_03037	CDS	258				hypothetical protein
MLDAINPC_03038	CDS	753				hypothetical protein
MLDAINPC_03039	CDS	990				hypothetical protein
MLDAINPC_03040	CDS	861				hypothetical protein
MLDAINPC_03041	CDS	390	rusA_2	3.1.21.10	COG4570	Crossover junction endodeoxyribonuclease RusA
MLDAINPC_03042	CDS	876	dam_1	2.1.1.72	COG0338	DNA adenine methylase
MLDAINPC_03043	CDS	474				hypothetical protein
MLDAINPC_03044	CDS	975				hypothetical protein
MLDAINPC_03045	CDS	225				hypothetical protein
MLDAINPC_03046	CDS	1143				hypothetical protein
MLDAINPC_03047	CDS	555				hypothetical protein
MLDAINPC_03048	CDS	225				hypothetical protein
MLDAINPC_03049	CDS	696			COG2932	putative HTH-type transcriptional regulator
MLDAINPC_03050	CDS	339				hypothetical protein
MLDAINPC_03051	CDS	225				hypothetical protein
MLDAINPC_03052	CDS	534				hypothetical protein
MLDAINPC_03053	CDS	828				hypothetical protein
MLDAINPC_03054	CDS	540				hypothetical protein
MLDAINPC_03055	CDS	534				hypothetical protein
MLDAINPC_03056	CDS	258				hypothetical protein
MLDAINPC_03057	CDS	582				hypothetical protein
MLDAINPC_03058	CDS	570				hypothetical protein
MLDAINPC_03059	CDS	228				hypothetical protein
MLDAINPC_03060	CDS	855				hypothetical protein
MLDAINPC_03061	tRNA	90				tRNA-Ser(cga)
MLDAINPC_03062	CDS	798	mtfA	3.4.11.-	COG3228	Mlc titration factor A
MLDAINPC_03063	tRNA	76				tRNA-Asn(gtt)
MLDAINPC_03064	tRNA	76				tRNA-Asn(gtt)
MLDAINPC_03065	CDS	474				hypothetical protein
MLDAINPC_03066	CDS	699				hypothetical protein
MLDAINPC_03067	CDS	2169				hypothetical protein
MLDAINPC_03068	CDS	1731				hypothetical protein
MLDAINPC_03069	CDS	174				hypothetical protein
MLDAINPC_03070	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
MLDAINPC_03071	CDS	327				hypothetical protein
MLDAINPC_03072	tRNA	76				tRNA-Asn(gtt)
MLDAINPC_03073	CDS	1425	yeeO		COG0534	putative FMN/FAD exporter YeeO
MLDAINPC_03074	tRNA	76				tRNA-Asn(gtt)
MLDAINPC_03075	CDS	930	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
MLDAINPC_03076	CDS	1071	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MLDAINPC_03077	CDS	744	cobS	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
MLDAINPC_03078	CDS	546	cobU	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobU
MLDAINPC_03079	CDS	1521	cobQ		COG1492	Cobyric acid synthase
MLDAINPC_03080	CDS	816	cbiO	7.-.-.-		Cobalt import ATP-binding protein CbiO
MLDAINPC_03081	CDS	678	cbiQ			Cobalt transport protein CbiQ
MLDAINPC_03082	CDS	282	cbiN			Cobalt transport protein CbiN
MLDAINPC_03083	CDS	738	cbiM			Cobalt transport protein CbiM
MLDAINPC_03084	CDS	714	cbiL	2.1.1.151		Cobalt-precorrin-2 C(20)-methyltransferase
MLDAINPC_03085	CDS	795	cbiK	4.99.1.3		Sirohydrochlorin cobaltochelatase
MLDAINPC_03086	CDS	792	cbiJ	1.3.1.106		Cobalt-precorrin-6A reductase
MLDAINPC_03087	CDS	726	cbiH	2.1.1.-		putative cobalt-factor III C(17)-methyltransferase
MLDAINPC_03088	CDS	1056	cbiG	3.7.1.12		Cobalt-precorrin-5A hydrolase
MLDAINPC_03089	CDS	774	cbiF	2.1.1.271		Cobalt-precorrin-4 C(11)-methyltransferase
MLDAINPC_03090	CDS	579	cbiT	2.1.1.196		Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
MLDAINPC_03091	CDS	606	cbiE	2.1.1.289		Cobalt-precorrin-7 C(5)-methyltransferase
MLDAINPC_03092	CDS	1140	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
MLDAINPC_03093	CDS	633	cbiC	5.4.99.60		Cobalt-precorrin-8 methylmutase
MLDAINPC_03094	CDS	960	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
MLDAINPC_03095	CDS	1380	cbiA	6.3.5.11		Cobyrinate a,c-diamide synthase
MLDAINPC_03096	CDS	912	pocR			Regulatory protein PocR
MLDAINPC_03097	CDS	795	pduF			Propanediol uptake facilitator PduF
MLDAINPC_03098	CDS	285	pduA			Bacterial microcompartment shell protein PduA
MLDAINPC_03099	CDS	813	pduB			Bacterial microcompartment shell protein PduB
MLDAINPC_03100	CDS	1665	pduC	4.2.1.28		Propanediol dehydratase large subunit
MLDAINPC_03101	CDS	675	pduD	4.2.1.28		Propanediol dehydratase medium subunit
MLDAINPC_03102	CDS	522	pduE	4.2.1.28		Propanediol dehydratase small subunit
MLDAINPC_03103	CDS	1833	pduG_2			Propanediol dehydratase-reactivating factor large subunit
MLDAINPC_03104	CDS	351	pduH			Propanediol dehydratase-reactivating factor small subunit
MLDAINPC_03105	CDS	276	pduJ			Bacterial microcompartment shell protein PduJ
MLDAINPC_03106	CDS	462	pduK			Bacterial microcompartment shell protein PduK
MLDAINPC_03107	CDS	633	pduL	2.3.1.222		Phosphate propanoyltransferase
MLDAINPC_03108	CDS	492	pduM			Bacterial microcompartment assembly protein PduM
MLDAINPC_03109	CDS	276	pduN			Bacterial microcompartment shell vertex protein PduN
MLDAINPC_03110	CDS	1011	pduO	2.5.1.-		Corrinoid adenosyltransferase PduO
MLDAINPC_03111	CDS	1395	pduP	1.2.1.87		Propanal dehydrogenase (CoA-propanoylating)
MLDAINPC_03112	CDS	1113	pduQ	1.1.-.-		1-propanol dehydrogenase PduQ
MLDAINPC_03113	CDS	1356	pduS			Cobalamin reductase PduS
MLDAINPC_03114	CDS	555	pduT			Bacterial microcompartment shell protein PduT
MLDAINPC_03115	CDS	351	pduU			Bacterial microcompartment shell protein PduU
MLDAINPC_03116	CDS	453	pduV			Propanediol utilization protein PduV
MLDAINPC_03117	CDS	1215	pduW	2.7.2.15		Propionate kinase PduW
MLDAINPC_03118	CDS	903	pduX	2.7.1.177		L-threonine kinase
MLDAINPC_03119	CDS	336	tmaR		COG2926	Pole-localizer protein TmaR
MLDAINPC_03120	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
MLDAINPC_03121	CDS	468	sbmC		COG3449	DNA gyrase inhibitor
MLDAINPC_03122	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
MLDAINPC_03123	CDS	765	phsC			Thiosulfate reductase cytochrome B subunit PhsC
MLDAINPC_03124	CDS	579	phsB			Thiosulfate reductase electron transfer subunit PhsB
MLDAINPC_03125	CDS	2277	phsA	1.8.5.5		Thiosulfate reductase molybdopterin-containing subunit PhsA
MLDAINPC_03126	CDS	2349	sopA	2.3.2.26		E3 ubiquitin-protein ligase SopA
MLDAINPC_03127	CDS	1431	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
MLDAINPC_03128	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
MLDAINPC_03129	CDS	915	yhaJ_1		COG0583	HTH-type transcriptional regulator YhaJ
MLDAINPC_03130	CDS	825	yeeZ		COG0451	Protein YeeZ
MLDAINPC_03131	CDS	900	hisG	2.4.2.17		ATP phosphoribosyltransferase
MLDAINPC_03132	CDS	1305	hisD	1.1.1.23		Histidinol dehydrogenase
MLDAINPC_03133	CDS	1080	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
MLDAINPC_03134	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
MLDAINPC_03135	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
MLDAINPC_03136	CDS	738	hisA	5.3.1.16		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
MLDAINPC_03137	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
MLDAINPC_03138	CDS	612	hisI			Histidine biosynthesis bifunctional protein HisIE
MLDAINPC_03139	CDS	984	wzzB			Chain length determinant protein
MLDAINPC_03140	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
MLDAINPC_03141	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
MLDAINPC_03142	CDS	1431	rfbP	2.7.8.6		Undecaprenyl-phosphate galactose phosphotransferase
MLDAINPC_03143	CDS	1434	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
MLDAINPC_03144	CDS	1440	rfbM	2.7.7.13		Mannose-1-phosphate guanylyltransferase RfbM
MLDAINPC_03145	CDS	945	rfbN	2.4.1.377		O-antigen chain rhamnosyltransferase RfbN
MLDAINPC_03146	CDS	1062	rfbU	2.4.1.378		O-antigen chain mannosyltransferase RfbU
MLDAINPC_03147	CDS	1002	rfbV	2.4.1.60		Abequosyltransferase RfbV
MLDAINPC_03148	CDS	906				hypothetical protein
MLDAINPC_03149	CDS	900	rfbJ	1.1.1.341		CDP-abequose synthase
MLDAINPC_03150	CDS	1314	spnQ	4.2.1.164		dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase
MLDAINPC_03151	CDS	1080	rfbG	4.2.1.45		CDP-glucose 4,6-dehydratase
MLDAINPC_03152	CDS	774	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
MLDAINPC_03153	CDS	993	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
MLDAINPC_03154	CDS	549	rfbC	5.1.3.13		dTDP-4-dehydrorhamnose 3,5-epimerase
MLDAINPC_03155	CDS	879	rmlA	2.7.7.24		Glucose-1-phosphate thymidylyltransferase
MLDAINPC_03156	CDS	900	rfbD_2	1.1.1.133		dTDP-4-dehydrorhamnose reductase
MLDAINPC_03157	CDS	1086	rfbB	4.2.1.46		dTDP-glucose 4,6-dehydratase
MLDAINPC_03158	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MLDAINPC_03159	CDS	1404				hypothetical protein
MLDAINPC_03160	CDS	1221	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MLDAINPC_03161	CDS	1281				hypothetical protein
MLDAINPC_03162	CDS	1479	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
MLDAINPC_03163	CDS	1395	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
MLDAINPC_03164	CDS	1371	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
MLDAINPC_03165	CDS	1437	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
MLDAINPC_03166	CDS	1224				hypothetical protein
MLDAINPC_03167	CDS	474	gmm	3.6.1.-	COG1051	GDP-mannose mannosyl hydrolase
MLDAINPC_03168	CDS	966	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
MLDAINPC_03169	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
MLDAINPC_03170	CDS	555				hypothetical protein
MLDAINPC_03171	CDS	747				hypothetical protein
MLDAINPC_03172	CDS	1215				hypothetical protein
MLDAINPC_03173	CDS	1218				hypothetical protein
MLDAINPC_03174	CDS	489	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
MLDAINPC_03175	CDS	912				hypothetical protein
MLDAINPC_03176	CDS	2160	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
MLDAINPC_03177	CDS	450	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
MLDAINPC_03178	CDS	1140	wza		COG1596	Putative polysaccharide export protein Wza
MLDAINPC_03179	CDS	1581				hypothetical protein
MLDAINPC_03180	CDS	1857				hypothetical protein
MLDAINPC_03181	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
MLDAINPC_03182	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
MLDAINPC_03183	CDS	2991				hypothetical protein
MLDAINPC_03184	CDS	870	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
MLDAINPC_03185	CDS	1353	dnaK_2			Chaperone protein DnaK
MLDAINPC_03186	CDS	198				hypothetical protein
MLDAINPC_03187	CDS	1242	mdtA		COG0845	Multidrug resistance protein MdtA
MLDAINPC_03188	CDS	3123	mdtB			Multidrug resistance protein MdtB
MLDAINPC_03189	CDS	3081	mdtC			Multidrug resistance protein MdtC
MLDAINPC_03190	CDS	1413	mdtD		COG2814	Putative multidrug resistance protein MdtD
MLDAINPC_03191	CDS	1404	baeS			two-component system sensor histidine kinase BaeS
MLDAINPC_03192	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
MLDAINPC_03193	CDS	1203				hypothetical protein
MLDAINPC_03194	CDS	717				hypothetical protein
MLDAINPC_03195	CDS	2112				hypothetical protein
MLDAINPC_03196	CDS	1362	trhP	3.4.-.-	COG0826	tRNA hydroxylation protein P
MLDAINPC_03197	CDS	1008	sseK2	2.4.1.-		Protein-arginine N-acetylglucosaminyltransferase SseK2
MLDAINPC_03198	CDS	417	cesT			Tir chaperone
MLDAINPC_03199	CDS	336				hypothetical protein
MLDAINPC_03200	CDS	900	yegS	2.7.1.-		putative lipid kinase YegS
MLDAINPC_03201	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
MLDAINPC_03202	CDS	1272	yegT		COG2211	Putative nucleoside transporter YegT
MLDAINPC_03203	CDS	1005	draG	3.2.2.24		ADP-ribosyl-[dinitrogen reductase] glycohydrolase
MLDAINPC_03204	CDS	966	fruK_1	2.7.1.56	COG1105	1-phosphofructokinase
MLDAINPC_03205	CDS	747	ggaR		COG2188	HTH-type transcriptional regulator GgaR
MLDAINPC_03206	CDS	801	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
MLDAINPC_03207	CDS	798	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
MLDAINPC_03208	CDS	315	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
MLDAINPC_03209	CDS	1008	yehA		COG3539	putative fimbrial-like protein YehA
MLDAINPC_03210	CDS	2490	yehB		COG3188	Outer membrane usher protein YehB
MLDAINPC_03211	CDS	684	yehC		COG3121	putative fimbrial chaperone YehC
MLDAINPC_03212	CDS	531	yehD		COG3539	putative fimbrial-like protein YehD
MLDAINPC_03213	CDS	282				hypothetical protein
MLDAINPC_03214	CDS	1110	apbC			Iron-sulfur cluster carrier protein
MLDAINPC_03215	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
MLDAINPC_03216	CDS	459	yehR		COG4808	putative lipoprotein YehR
MLDAINPC_03217	CDS	531				hypothetical protein
MLDAINPC_03218	CDS	468				hypothetical protein
MLDAINPC_03219	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
MLDAINPC_03220	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
MLDAINPC_03221	CDS	732	mlrA_2		COG0789	HTH-type transcriptional regulator MlrA
MLDAINPC_03222	CDS	108				hypothetical protein
MLDAINPC_03223	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
MLDAINPC_03224	CDS	948	yehX	7.4.2.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
MLDAINPC_03225	CDS	1170	yehY		COG1174	Glycine betaine uptake system permease protein YehY
MLDAINPC_03226	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
MLDAINPC_03227	CDS	2298		3.2.1.-	COG1472	Beta-xylosidase
MLDAINPC_03228	CDS	1731	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
MLDAINPC_03229	CDS	909	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
MLDAINPC_03230	CDS	588	yohC			Inner membrane protein YohC
MLDAINPC_03231	CDS	570	yohD		COG0586	Inner membrane protein YohD
MLDAINPC_03232	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
MLDAINPC_03233	CDS	1437	opmQ			Pyoverdine export outer membrane protein OpmQ
MLDAINPC_03234	CDS	939	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
MLDAINPC_03235	CDS	1194	mhbM	1.14.13.24	COG0654	3-hydroxybenzoate 6-hydroxylase
MLDAINPC_03236	CDS	645	nagL	5.2.1.4		Maleylpyruvate isomerase
MLDAINPC_03237	CDS	702	nagK_2	3.7.1.20		Fumarylpyruvate hydrolase
MLDAINPC_03238	CDS	1038	xlnE	1.13.11.4		Gentisate 1,2 dioxygenase 1
MLDAINPC_03239	CDS	1359	mhbT		COG2271	3-hydroxybenzoate transporter MhbT
MLDAINPC_03240	CDS	909	gbpR_2			HTH-type transcriptional regulator GbpR
MLDAINPC_03241	CDS	399				hypothetical protein
MLDAINPC_03242	CDS	696	yohK_2		COG1346	Inner membrane protein YohK
MLDAINPC_03243	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
MLDAINPC_03244	CDS	720				hypothetical protein
MLDAINPC_03245	CDS	240				hypothetical protein
MLDAINPC_03246	CDS	1242	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
MLDAINPC_03247	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
MLDAINPC_03248	CDS	1011	mglC			Galactose/methyl galactoside import permease protein MglC
MLDAINPC_03249	CDS	1521	mglA	7.5.2.11		Galactose/methyl galactoside import ATP-binding protein MglA
MLDAINPC_03250	CDS	999	mglB			D-galactose/methyl-galactoside binding periplasmic protein MglB
MLDAINPC_03251	CDS	1023	galS_2		COG1609	HTH-type transcriptional regulator GalS
MLDAINPC_03252	CDS	1161				hypothetical protein
MLDAINPC_03253	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
MLDAINPC_03254	CDS	858	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
MLDAINPC_03255	CDS	390				hypothetical protein
MLDAINPC_03256	CDS	1368	sdaA_2	4.3.1.17	COG1760	L-serine dehydratase 1
MLDAINPC_03257	CDS	888				hypothetical protein
MLDAINPC_03258	CDS	1323	uhpC_1		COG2271	Membrane sensor protein UhpC
MLDAINPC_03259	CDS	1992	cirA			catecholate siderophore receptor CirA
MLDAINPC_03260	CDS	1470	lysP		COG0833	Lysine-specific permease LysP
MLDAINPC_03261	CDS	864	yeiE_1		COG0583	putative HTH-type transcriptional regulator YeiE
MLDAINPC_03262	CDS	1050				hypothetical protein
MLDAINPC_03263	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
MLDAINPC_03264	CDS	1689	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
MLDAINPC_03265	CDS	939	fruK_2	2.7.1.56	COG1105	1-phosphofructokinase
MLDAINPC_03266	CDS	1131	fruB			Multiphosphoryl transfer protein
MLDAINPC_03267	CDS	108				hypothetical protein
MLDAINPC_03268	CDS	1182	setB		COG2814	Sugar efflux transporter B
MLDAINPC_03269	CDS	666				hypothetical protein
MLDAINPC_03270	CDS	255				hypothetical protein
